character,codepoint,unicode_name,unicode_category,count,is_sinhala_block,is_whitespace,font_has_codepoint
구,U+AD6C,HANGUL SYLLABLE GU,Lo,20,False,False,False
↔,U+2194,LEFT RIGHT ARROW,Sm,20,False,False,False
기,U+AE30,HANGUL SYLLABLE GI,Lo,20,False,False,False
🔻,U+1F53B,DOWN-POINTING RED TRIANGLE,So,20,False,False,False
ί,U+03AF,GREEK SMALL LETTER IOTA WITH TONOS,Ll,20,False,False,False
❝,U+275D,HEAVY DOUBLE TURNED COMMA QUOTATION MARK ORNAMENT,So,20,False,False,False
,U+F02A,UNNAMED,Co,20,False,False,False
ـ,U+0640,ARABIC TATWEEL,Lm,20,False,False,False
덕,U+B355,HANGUL SYLLABLE DEOG,Lo,20,False,False,False
태,U+D0DC,HANGUL SYLLABLE TAE,Lo,20,False,False,False
천,U+CC9C,HANGUL SYLLABLE CEON,Lo,20,False,False,False
の,U+306E,HIRAGANA LETTER NO,Lo,20,False,False,False
평,U+D3C9,HANGUL SYLLABLE PYEONG,Lo,20,False,False,False
ի,U+056B,ARMENIAN SMALL LETTER INI,Ll,20,False,False,False
ṇ,U+1E47,LATIN SMALL LETTER N WITH DOT BELOW,Ll,20,False,False,False
ब,U+092C,DEVANAGARI LETTER BA,Lo,20,False,False,False
☝,U+261D,WHITE UP POINTING INDEX,So,20,False,False,False
ٌ,U+064C,ARABIC DAMMATAN,Mn,20,False,False,False
🐘,U+1F418,ELEPHANT,So,20,False,False,False
,U+F06F,UNNAMED,Co,20,False,False,False
,U+F0B2,UNNAMED,Co,20,False,False,False
⏩,U+23E9,BLACK RIGHT-POINTING DOUBLE TRIANGLE,So,20,False,False,False
ה,U+05D4,HEBREW LETTER HE,Lo,20,False,False,False
ж,U+0436,CYRILLIC SMALL LETTER ZHE,Ll,20,False,False,False
຀,U+0E80,UNNAMED,Cn,20,False,False,False
ত,U+09A4,BENGALI LETTER TA,Lo,20,False,False,False
∴,U+2234,THEREFORE,Sm,19,False,False,False
յ,U+0575,ARMENIAN SMALL LETTER YI,Ll,19,False,False,False
🌱,U+1F331,SEEDLING,So,19,False,False,False
📹,U+1F4F9,VIDEO CAMERA,So,19,False,False,False
ɑ,U+0251,LATIN SMALL LETTER ALPHA,Ll,19,False,False,False
皇,U+7687,CJK UNIFIED IDEOGRAPH-7687,Lo,19,False,False,False
א,U+05D0,HEBREW LETTER ALEF,Lo,19,False,False,False
💧,U+1F4A7,DROPLET,So,19,False,False,False
생,U+C0DD,HANGUL SYLLABLE SAENG,Lo,19,False,False,False
Đ,U+0110,LATIN CAPITAL LETTER D WITH STROKE,Lu,19,False,False,False
,U+F0A2,UNNAMED,Co,19,False,False,False
ड,U+0921,DEVANAGARI LETTER DDA,Lo,19,False,False,False
🧡,U+1F9E1,ORANGE HEART,So,19,False,False,False
П,U+041F,CYRILLIC CAPITAL LETTER PE,Lu,19,False,False,False
⇦,U+21E6,LEFTWARDS WHITE ARROW,So,19,False,False,False
⇨,U+21E8,RIGHTWARDS WHITE ARROW,So,19,False,False,False
神,U+795E,CJK UNIFIED IDEOGRAPH-795E,Lo,19,False,False,False
၂,U+1042,MYANMAR DIGIT TWO,Nd,19,False,False,False
》,U+300B,RIGHT DOUBLE ANGLE BRACKET,Pe,19,False,False,False
₹,U+20B9,INDIAN RUPEE SIGN,Sc,19,False,False,False
٠,U+0660,ARABIC-INDIC DIGIT ZERO,Nd,19,False,False,False
ц,U+0446,CYRILLIC SMALL LETTER TSE,Ll,19,False,False,False
ट,U+091F,DEVANAGARI LETTER TTA,Lo,19,False,False,False
अ,U+0905,DEVANAGARI LETTER A,Lo,19,False,False,False
🟢,U+1F7E2,LARGE GREEN CIRCLE,So,19,False,False,False
❞,U+275E,HEAVY DOUBLE COMMA QUOTATION MARK ORNAMENT,So,19,False,False,False
ຬ,U+0EAC,LAO LETTER PALI LLA,Lo,19,False,False,False
𝗖,U+1D5D6,MATHEMATICAL SANS-SERIF BOLD CAPITAL C,Lu,19,False,False,False
₽,U+20BD,RUBLE SIGN,Sc,19,False,False,False
🏼,U+1F3FC,EMOJI MODIFIER FITZPATRICK TYPE-3,Sk,18,False,False,False
홍,U+D64D,HANGUL SYLLABLE HONG,Lo,18,False,False,False
세,U+C138,HANGUL SYLLABLE SE,Lo,18,False,False,False
ெ,U+0BC6,TAMIL VOWEL SIGN E,Mc,18,False,False,False
Б,U+0411,CYRILLIC CAPITAL LETTER BE,Lu,18,False,False,False
✋,U+270B,RAISED HAND,So,18,False,False,False
♂,U+2642,MALE SIGN,So,18,False,False,False
산,U+C0B0,HANGUL SYLLABLE SAN,Lo,18,False,False,False
도,U+B3C4,HANGUL SYLLABLE DO,Lo,18,False,False,False
,U+E002,UNNAMED,Co,18,False,False,False
😹,U+1F639,CAT FACE WITH TEARS OF JOY,So,18,False,False,False
📲,U+1F4F2,MOBILE PHONE WITH RIGHTWARDS ARROW AT LEFT,So,18,False,False,False
😟,U+1F61F,WORRIED FACE,So,18,False,False,False
,U+F0AE,UNNAMED,Co,18,False,False,False
ă,U+0103,LATIN SMALL LETTER A WITH BREVE,Ll,18,False,False,False
🛑,U+1F6D1,OCTAGONAL SIGN,So,18,False,False,False
陵,U+9675,CJK UNIFIED IDEOGRAPH-9675,Lo,18,False,False,False
Ä,U+00C4,LATIN CAPITAL LETTER A WITH DIAERESIS,Lu,18,False,False,False
໧,U+0EE7,UNNAMED,Cn,18,False,False,False
后,U+540E,CJK UNIFIED IDEOGRAPH-540E,Lo,18,False,False,False
এ,U+098F,BENGALI LETTER E,Lo,17,False,False,False
⑤,U+2464,CIRCLED DIGIT FIVE,No,17,False,False,False
👹,U+1F479,JAPANESE OGRE,So,17,False,False,False
